Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Library Name,create_date,version,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,BioSampleModel,Collection_Date,lat_lon,HOST,isolation_source,Cultivar,tissue,isolate,env_broad_scale,env_local_scale,dev_stage,source_material_id,sugarcane_variety,AGE,isol_growth_condt,env_medium,env_material,treatment,Depth,elev,samp_size,Ecotype,samp_mat_process,run_id (run),nominal_length (run),samp_collect_device,Soil_Type,collection_method,sieving,store_cond,annual_precpt,annual_temp,core,cur_land_use,cur_vegetation,drainage_class,fao_class,Fwd_Primer_Barcode,local_class_meth,local_class,nucl_acid_ext,pcr_cond,plot,rel_to_oxygen,Rev_Primer_Barcode,samp_vol_we_dna_ext,seq_meth,Site,size_frac,soil_fraction,target_gene,target_subfragment,tot_nitro,tot_org_carb,PH,soil_type_meth,ph_meth,pool_dna_extracts,Soil_horizon,soil_text_measure,tot_n_meth,tot_nitro_cont_meth,tot_org_c_meth,pi_email (run),pi_name (run),pi_organization (run),broad-scale_environmental_context,environmental_medium,local_scale_environmental_context,Lat_Google_cord,Long_Google_cord,Note,previous_land_use,replicate,env_biome,env_feature,Block,CH4_yield,replicates,time,ref_biomaterial,estimated_size,num_replicons,ploidy,propagation,chem_administration,id,BIOME,chem_mutagen,feature,material,Sample_Number,sbb,sample_type,strain,BIOMATERIAL_PROVIDER,genotype,collected_by,collaborator_library_name (run),host_age,host_genotype,host_life_stage,temp,air_temp_regm,gaseous_environment,target_amplicon,watering_regm,bz,climate_environment,Root_Order,altitude,A1,Number,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,PMIDs,PMID_count,Primary_PMID,PMID_source
SRR14633104,WGS,300,3924713700,SAMN19309701,1270875179,YULIN NORMAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10972953,Illumina NovaSeq 6000,PAIRED,RANDOM,GENOMIC,Saccharum officinarum,ILLUMINA,2021-11-14T00:00:00Z,Saccharum officinarum,SRP321131,PRJNA732073,WGS chloroplast of binomial name,2021-05-24T14:56:00Z,1.0,China,Asia,China: Yulin,Plant,,,,,,missing,leaves,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532213,WGS,601,23241436,SAMN19165075,15862650,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877160,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T224,SRP319784,PRJNA729807,T224-rpoB-PL4,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-01-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532216,WGS,594,9975805,SAMN19165032,6883751,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877157,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T18,SRP319784,PRJNA729807,T18-rpoB-PL2,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-09-07,45.5411 N 73.164 W,Acer saccharum,leaf material,,,,,,,MSH-03-01-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532219,WGS,601,21545115,SAMN19165070,14663616,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877154,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T219,SRP319784,PRJNA729807,T219-rpoB-PL4,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.5418 N 73.1663 W,Acer saccharum,leaf material,,,,,,,MSH-04-03-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532221,WGS,600,10820045,SAMN19165068,7350081,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877152,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T217,SRP319784,PRJNA729807,T217-rpoB-PL3,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-04-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532224,WGS,595,5920885,SAMN19165035,4063311,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877149,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T183,SRP319784,PRJNA729807,T183-rpoB-PL2,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-08-06,45.5396 N 73.1578 W,Acer saccharum,leaf material,,,,,,,MSH-01-03-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532227,WGS,601,16170081,SAMN19165063,10679347,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877146,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T212,SRP319784,PRJNA729807,T212-rpoB-PL3,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-08-06,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-06-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532229,WGS,585,7503855,SAMN19164978,5121159,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877144,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T124,SRP319784,PRJNA729807,T124-rpoB-PL2,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.5396 N 73.1578 W,Acer saccharum,leaf material,,,,,,,MSH-01-04-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532236,WGS,597,6790758,SAMN19164958,4764560,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877137,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T106,SRP319784,PRJNA729807,T106-rpoB-PL2,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-09-07,45.5418 N 73.1663 W,Acer saccharum,leaf material,,,,,,,MSH-04-03-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532240,WGS,600,15138846,SAMN19165051,10371488,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877133,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T20,SRP319784,PRJNA729807,T20-rpoB-PL4,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.5418 N 73.1663 W,Acer saccharum,leaf material,,,,,,,MSH-04-02-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532241,WGS,601,12977015,SAMN19165051,8376329,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877132,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T20,SRP319784,PRJNA729807,T20-16S,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-06-27,45.5418 N 73.1663 W,Acer saccharum,leaf material,,,,,,,MSH-04-02-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532249,WGS,601,30136590,SAMN19165044,20638180,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877124,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T193,SRP319784,PRJNA729807,T193-rpoB-PL4,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-10-18,45.5433 N 73.1689 W,Acer saccharum,leaf material,,,,,,,MSH-05-02-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532251,WGS,601,26666498,SAMN19165042,18243167,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877122,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T191,SRP319784,PRJNA729807,T191-rpoB-PL4,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-09-07,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-06-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532252,WGS,578,12355062,SAMN19165041,8676860,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877121,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T190,SRP319784,PRJNA729807,T190-rpoB-PL1,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-09-07,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-04-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532253,WGS,601,16423384,SAMN19165040,11181453,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877120,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T189,SRP319784,PRJNA729807,T189-rpoB-PL4,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-08-06,45.541 N 73.1611 W,Acer saccharum,leaf material,,,,,,,MSH-02-04-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532258,WGS,601,16652131,SAMN19164956,11431481,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877115,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T104,SRP319784,PRJNA729807,T104-rpoB-PL4,2021-05-15T08:37:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-08-06,45.5418 N 73.1663 W,Acer saccharum,leaf material,,,,,,,MSH-04-03-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
SRR14532261,WGS,581,17332518,SAMN19165033,12165794,UNIVERSITE DU QUEBEC A MONTREAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10877112,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,leaf metagenome,ILLUMINA,2021-12-21T00:00:00Z,T181,SRP319784,PRJNA729807,T181-rpoB-PL1,2021-05-15T08:38:00Z,1.0,Canada,North America,Canada: Mont-Saint-Hilaire (QC),Metagenome or environmental,2018-09-07,45.5433 N 73.1689 W,Acer saccharum,leaf material,,,,,,,MSH-05-02-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,none
